annual_review_year	match_text
1979	languages is given at Appendix XII. The total expenditure of the Ministry during the financial year 1979-80 is estimated to be of the order of Rs. 166.13 crores. The expanded commitment to Cooperation Projects and Programmes in Nepal and Bhutan; enhanced commitment of loans to Bangladesh; as also global trends of inflation tended to increase requirements of resources. The expenditure on the financing of the activities of Indian missions abroad increased but marginally from Rs. 33.54 crores to Rs. 34.69 crores. The Ministry rationalized its staffing pattern and exercised stringent controls over the expenditure so as to entail little if any increase. Break-up of the overall
1979	7-11-79. IMF/IBRD Commonwealth Finance Ministers Meeting held at Valletta and annual meetings of the Boards of Gover-nors of IMF/IBRD at Belgrade from 20-9-79 to 7-10-79. Rs. 50,000.00 ---------------------------------------------- pg88a ---------------------------------------------- 1 2 3 ----------------------------------------------- UNSC 1. 8th Session of the Working Group on International
1979	participated with Govt. of India's assistance in their personal capacity -------------------------------------- Sl.Title of Conference etc. (with venue & date)Foreign excha No.nge component of exp. in Rs. --------------------------------------- 1 2 3 --------------------------------------- 1.Legal Working Meeting of World Tourism Organisa- tion held at Spain in February-March 1979 4,937.00 2. 28th PATA Annual Conference
1979	------------------------------------------- pg93 ----------------------------------------- 1 2 3 4 5 6 ---------------------------------------- Canada 26. Loan Agreement between India and Canada for C $ 15.00 million to Agricultural Re-finance and Deve- lopment Corporation (ARDC) 13-2-79
1979	Japan 41. Exchange of Notes between the Government of India and the Government of Japan for six hundred million Yen for purchase of survey and training vessels for fisheries development. 16-2-79
1979	42. Exchange of Notes between the Government of India and the Govern- ment of Japan for seven hundred million Yen for the purchase of agricultural equipment for the pur- pose of contributing to the increase of food production under the River Valley Projects in
1979	in Nepal 19-4-79
1979	47. Exchange of letters between the Government of India and the Government of Nepal for a financial assistance of Rs. 17.65 lakhs in Indian currency for the development of the Paropakar Shree Panch Indra Rajya Laxmi Devi Maternity Home and Child Welfare Centre in Kath- mandu 12-8-79
1979	Mr. Pham Van Dong, paid a State visit to India from April 7 to 12. India agreed to extend a government to government credit of Rs. 5 crores to Vietnam to buy rolling stock, and industrial spare parts. The Prime Minister met the Chinese Foreign Minister, Mr. Huang Hua, in Salisbury and the
1979	visited  all  the  ASEAN  capitals  and had useful discussions. India  has  tried  to  help  relieve  the  food  shortage  in  Kampuchea  by  sending  rice and rice seeds, apart from medicines and baby food. The question of recognition of the Heng Samrin regime is under the active consideration of Government. The Vietnamese Prime Minister, Mr. Pham Van Dong, paid a State visit to India from April 7 to 12. India agreed to extend a government to government, credit of Rs. 5 crores to Vietnam to buy rolling stock, and industrial spare parts. The  Prime  Minister  met  the  Chinese  Foreign  Minister,  Mr.  Huang  Hua,  in Salisbury and the Chinese Premier, Mr. Hua Guo Feng in Belgrade. The Chinese Foreign Minister is due to visit India later this year. Preliminary discussions were held  in  mid­June  when  Shri  Gonsalves,  Secretary  (East),  visited  Beijing.  India 
1989	Indo-Japanese relations, particularly in the economic field, were further strengthened during the year. Japan's Official Development Assistance (ODA) touched the figure of about Yen 96.7 billion; an increase of about 36.6% over t he previous year's ODA to India. An Indo Japanese agreement on the Avoidance of Double Taxation was signed
1989	ever by an Indian President to that country. During the visit, the establishment of a Joint Commission was announced, beside s the extension of a Rs 2 crore credit. A Cultural Exchange Programme was also signed. Some of the other important visitors from Africa to India were the Minister o f External Affairs
1989	the Maldives from 12 to 16 January 1990, for the first meeting of the Indo-Maldives Joint Commission. During this visit, the foundation stone of the Rs 18 crores Indira Gandhi Memorial Hospital being buil t with Indian assistance, was laid by President Gayoom. A decision to waive visa requirements for nationals of either
1989	it is, therefore, natural for India to be interested in developments in Mya nmar. While maintaining the policy of strict non-interference in the internal affai rs of Myanmar, India continued its principled support to the democratic aspirations o f the people of Myanmar. It is hoped that the multi-party elections promised
1989	has also begun satisfactorily. The trans mission line projects connected with Chukha Project have now been completed. The Thimphu-Paro sub transmission and distribution system project (Rs 11.5 crores) was also completed successfully The upgradation of the airport faciliti es of Bhutan's Paro airport is being done by India and is expected to be
1989	was also signed in the same-month for a rural development project in the Gaylegphug area of South Bhutan. The Gyetsa Mini Hydel Project (1.5 MW; Rs 4.42 crores) which was commissioned in July 1988 was inaugurated on 14 December 1989. Further work on the Taktichu Super Group Drop Microwave Transmission Project (Rs 3.7 crores) is progressing satisfactorily. Moreover, over and above Bhutan's Sixth Plan, Rs 70 crores has been approved for the Kurichu Hydel Project. India continues to cooperate with Bhutan in various other fields also. It provides experts and specialists to
1989	and the preservation of Afghanistan's st atus as a sovereign, nonaligned and independent country. Bilateral relations developed satisfactorily. India sent relief supplies to Afghanistan worth Rs 1.3 crores. India is also committed to providing assistan ce of Rs 10 crores for refugee rehabilitation through the UN and bilaterally. The process of regional cooperation under the auspices of the South Asian Association for Regional Cooperation (SAARC)
1989	Research Centre are due to be handed over to Vietnam in early 1990. When Vietnam was struck by three typhoons in October 1989, medicines worth Rs 5 lakhs were sent by air as emergency relief. Cooperation between Doordarshan and the All India Radio on the one hand, and their Vietnamese counterparts on the
1989	Minister visited Thailand in May 1989 for the first meeting of the Indo-Thailand Joint Commission. It was agreed to expand bilatera l trade to US $ 1 billion within three years. It was also resolved to establish a Joint Business Council. The Minister of State for Science and Technology visited Thailand in July
1989	relations with japan imporved steadily despite the vicissitudes of Japan's internal politics. Japan continues to be the biggest donor to india with ODA loan totalling Rs 1100 crores approximately (96,710 million Yen) for the fiscal year 1989. Th is represents an increase of 36.6% over the previous year. The most significant a spect of ODA loan
1989	meet 85% of the total cost of projects whether incurred in foreign exchange or in local currenc y. Grant aid for debt relief amounting to Rs 13 crores was received in February 1989; Rs 6 crores in October 1989; and Rs 5.5 crores in December 1989 bringing total grant aid for debt relief to a figure of Rs 225 crores received by India since 1979. Similarly, in November 1989, approximately Rs 7 crores was allocated to India as grant aid to increase food production in India. This amount is to be utilised for import of fertilisers for agriculture which has been given the hig hest priority under the Seventh Plan. Around Rs 49 lakhs (41 million Yen) was further received in 1988-89 for the import of audio video equipment for the Indira Gandhi National Centre for Arts in March 1989 and Rs 7.3 crores (616 million Yen) in June 1989 for supply of medic al equipment for regional cancer centres. The Seventh round of Indo-Japan Trade talks were held in Tokyo
